Time (hr),Temperature (°c),Forecast (°c),Rain (mm),Rain (%),Cloud (%),Pressure (mb),Wind (km/h),Gust (km/h),Direction (deg),Moonrise (hr),Moonset (hr),Sunrise (hr),Sunset (hr),Weather,Date,Moonrise (min),Moonset (min),Sunrise (min),Sunset (min),Season
18,26,28,0.2,100.0,88.0,1012.0,21.0,29.0,224.1,09:59 PM,09:17 AM,06:38 AM,07:06 PM,Moderate or heavy rain shower,2022-07-16,1319.0,557.0,398,1146,wet
21,25,27,0.0,0.0,80.0,1013.0,18.0,27.0,226.7,09:59 PM,09:17 AM,06:38 AM,07:06 PM,Moderate or heavy rain shower,2022-07-16,1319.0,557.0,398,1146,wet
0,25,27,0.0,0.0,77.0,1013.0,18.0,26.0,222.0,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
3,25,27,0.1,100.0,82.0,1011.0,16.0,24.0,228.1,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
6,24,26,0.1,100.0,63.0,1013.0,12.0,19.0,247.9,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
9,25,27,0.2,100.0,61.0,1014.0,14.0,25.0,247.8,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
12,28,30,0.1,100.0,71.0,1014.0,19.0,28.0,232.4,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
15,27,30,0.1,100.0,54.0,1011.0,23.0,32.0,217.1,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
18,26,28,0.0,0.0,66.0,1011.0,22.0,29.0,225.3,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
21,25,27,0.0,0.0,74.0,1013.0,20.0,29.0,226.4,09:07 PM,08:16 AM,06:38 AM,07:06 PM,Patchy rain possible,2022-07-15,1267.0,496.0,398,1146,wet
0,25,27,0.0,0.0,91.0,1015.0,17.0,26.0,235.0,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
3,24,27,0.1,100.0,71.0,1013.0,16.0,24.0,250.5,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
6,24,26,0.1,100.0,90.0,1014.0,14.0,21.0,250.9,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
9,26,28,0.0,0.0,82.0,1015.0,17.0,25.0,251.2,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
12,28,31,0.2,100.0,91.0,1015.0,20.0,28.0,233.0,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
15,27,30,1.7,100.0,100.0,1012.0,18.0,29.0,230.0,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
18,26,29,0.4,100.0,71.0,1012.0,22.0,32.0,230.3,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
21,25,28,0.0,0.0,81.0,1012.0,19.0,28.0,223.0,08:10 PM,07:12 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-14,1210.0,432.0,397,1146,wet
0,24,27,0.0,0.0,86.0,1015.0,14.0,19.0,232.1,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
3,24,26,0.1,100.0,90.0,1014.0,11.0,17.0,260.4,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
6,24,26,0.1,100.0,83.0,1015.0,10.0,17.0,270.6,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
9,25,27,0.2,100.0,93.0,1016.0,12.0,16.0,260.5,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
12,28,31,0.3,100.0,77.0,1016.0,14.0,23.0,229.0,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
15,28,31,0.1,100.0,66.0,1014.0,22.0,32.0,222.3,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
18,26,29,0.2,100.0,73.0,1013.0,21.0,30.0,219.2,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
21,25,28,0.0,0.0,90.0,1014.0,19.0,28.0,230.7,07:07 PM,06:05 AM,06:37 AM,07:06 PM,Patchy rain possible,2022-07-13,1147.0,365.0,397,1146,wet
0,25,27,0.3,100.0,91.0,1014.0,14.0,23.0,231.0,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
3,24,26,0.2,100.0,78.0,1013.0,10.0,16.0,248.2,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
6,24,26,0.2,100.0,74.0,1014.0,9.0,14.0,243.8,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
9,25,28,0.4,100.0,84.0,1016.0,12.0,16.0,219.5,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
12,27,30,0.7,100.0,94.0,1015.0,16.0,27.0,208.1,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
15,27,29,0.8,100.0,85.0,1014.0,18.0,22.0,211.7,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
18,26,28,0.1,100.0,76.0,1013.0,18.0,26.0,216.3,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
21,25,27,0.0,0.0,77.0,1015.0,15.0,23.0,221.0,06:01 PM,04:58 AM,06:37 AM,07:06 PM,Moderate or heavy rain shower,2022-07-12,1081.0,298.0,397,1146,wet
0,25,27,0.0,0.0,73.0,1014.0,15.0,23.0,226.8,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
3,24,26,0.1,100.0,57.0,1013.0,13.0,20.0,245.7,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
6,24,26,0.0,0.0,57.0,1014.0,6.0,14.0,262.3,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
9,26,28,0.2,100.0,65.0,1015.0,10.0,13.0,256.8,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
12,28,31,0.3,100.0,80.0,1014.0,16.0,21.0,215.5,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
15,27,30,0.1,100.0,68.0,1012.0,20.0,27.0,207.3,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
18,26,28,0.1,100.0,64.0,1012.0,19.0,29.0,209.4,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
21,25,28,0.0,0.0,82.0,1014.0,16.0,23.0,214.1,04:54 PM,03:55 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-11,1014.0,235.0,397,1146,wet
0,24,26,0.1,100.0,81.0,1015.0,13.0,19.0,226.8,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
3,24,26,0.1,100.0,79.0,1013.0,10.0,16.0,260.8,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
6,23,26,0.4,100.0,60.0,1014.0,9.0,14.0,277.1,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
9,24,26,0.6,100.0,81.0,1016.0,10.0,19.0,265.0,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
12,27,30,0.2,100.0,93.0,1015.0,15.0,27.0,235.2,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
15,26,29,0.7,100.0,96.0,1013.0,20.0,28.0,221.0,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
18,25,28,0.0,0.0,94.0,1013.0,21.0,32.0,220.8,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
21,25,27,0.0,0.0,91.0,1014.0,15.0,22.0,224.6,03:50 PM,02:58 AM,06:37 AM,07:06 PM,Moderate rain at times,2022-07-10,950.0,178.0,397,1146,wet
0,25,27,0.9,100.0,85.0,1015.0,17.0,21.0,196.4,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
3,24,27,0.8,100.0,56.0,1013.0,13.0,20.0,208.8,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
6,24,26,0.7,100.0,51.0,1014.0,10.0,15.0,243.3,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
9,25,27,0.2,100.0,96.0,1016.0,12.0,18.0,246.6,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
12,24,26,0.9,100.0,98.0,1016.0,12.0,22.0,235.1,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
15,24,26,0.2,100.0,81.0,1014.0,13.0,17.0,235.7,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
18,24,27,0.3,100.0,79.0,1013.0,10.0,20.0,241.4,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
21,24,27,0.1,100.0,77.0,1014.0,10.0,15.0,249.6,02:50 PM,02:07 AM,06:36 AM,07:06 PM,Moderate or heavy rain shower,2022-07-09,890.0,127.0,396,1146,wet
0,25,27,0.0,0.0,56.0,1015.0,11.0,17.0,235.4,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
3,24,27,0.5,100.0,78.0,1014.0,10.0,17.0,249.6,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
6,24,27,0.6,100.0,71.0,1014.0,11.0,17.0,237.3,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
9,26,28,0.9,100.0,79.0,1016.0,12.0,15.0,248.4,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
12,26,29,1.0,100.0,89.0,1015.0,16.0,22.0,217.1,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
15,27,30,0.1,100.0,91.0,1013.0,19.0,25.0,214.2,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
18,26,29,0.1,100.0,77.0,1013.0,21.0,29.0,215.6,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
21,25,28,0.4,100.0,97.0,1015.0,16.0,23.0,211.3,01:57 PM,01:22 AM,06:36 AM,07:06 PM,Heavy rain at times,2022-07-08,837.0,82.0,396,1146,wet
0,25,27,0.0,0.0,54.0,1014.0,12.0,19.0,241.9,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
3,24,27,0.0,0.0,53.0,1013.0,10.0,16.0,264.4,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
6,24,26,0.1,100.0,53.0,1013.0,10.0,15.0,264.6,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
9,26,29,0.0,0.0,71.0,1015.0,11.0,20.0,263.4,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
12,29,33,0.3,100.0,63.0,1014.0,14.0,19.0,215.8,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
15,27,30,0.1,100.0,67.0,1013.0,18.0,23.0,211.2,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
18,27,30,0.0,0.0,81.0,1013.0,18.0,24.0,216.6,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
21,26,28,0.0,0.0,64.0,1014.0,16.0,24.0,212.8,01:07 PM,12:39 AM,06:36 AM,07:06 PM,Patchy rain possible,2022-07-07,787.0,759.0,396,1146,wet
0,24,26,0.3,100.0,78.0,1015.0,12.0,18.0,253.1,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
3,23,26,0.2,100.0,100.0,1014.0,8.0,11.0,294.8,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
6,23,25,0.4,100.0,62.0,1014.0,8.0,12.0,286.4,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
9,24,26,0.3,100.0,85.0,1016.0,5.0,11.0,298.1,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
12,27,30,0.1,100.0,76.0,1016.0,6.0,14.0,228.4,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
15,28,31,0.1,100.0,88.0,1013.0,17.0,20.0,210.2,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
18,27,30,0.2,100.0,79.0,1013.0,15.0,21.0,206.6,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
21,25,28,0.0,0.0,23.0,1014.0,14.0,22.0,219.6,12:19 PM,No moonset,06:36 AM,07:06 PM,Patchy rain possible,2022-07-06,1459.0,,396,1146,wet
0,25,27,1.4,100.0,74.0,1015.0,19.0,29.0,216.3,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
3,24,27,0.3,100.0,82.0,1014.0,18.0,22.0,219.9,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
6,24,26,1.0,100.0,72.0,1014.0,13.0,22.0,228.3,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
9,24,27,1.3,100.0,62.0,1016.0,12.0,17.0,237.0,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
12,25,28,0.9,100.0,89.0,1016.0,11.0,20.0,222.9,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
15,25,28,1.3,100.0,84.0,1014.0,11.0,16.0,223.0,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
18,25,28,0.8,100.0,96.0,1013.0,15.0,21.0,211.3,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
21,25,27,0.8,100.0,82.0,1015.0,12.0,19.0,211.9,11:34 AM,11:59 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-05,694.0,1439.0,395,1145,wet
0,25,27,0.0,0.0,50.0,1015.0,14.0,22.0,233.4,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
3,24,27,0.0,0.0,53.0,1013.0,13.0,21.0,241.9,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
6,24,26,0.2,100.0,70.0,1014.0,11.0,18.0,268.3,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
9,25,27,0.2,100.0,90.0,1016.0,10.0,20.0,284.2,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
12,29,32,1.0,100.0,72.0,1015.0,13.0,22.0,233.2,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
15,27,30,0.3,100.0,60.0,1012.0,18.0,29.0,220.1,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
18,26,29,1.5,100.0,60.0,1013.0,19.0,28.0,217.7,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
21,25,28,0.1,100.0,85.0,1015.0,16.0,24.0,209.4,10:48 AM,11:19 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-04,648.0,1399.0,395,1145,wet
0,24,27,0.0,0.0,52.0,1015.0,7.0,11.0,226.5,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
3,24,26,0.0,0.0,72.0,1014.0,7.0,12.0,247.6,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
6,24,26,0.1,100.0,73.0,1015.0,9.0,14.0,298.7,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
9,25,27,0.0,0.0,39.0,1016.0,8.0,16.0,293.9,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
12,29,32,0.1,100.0,57.0,1016.0,10.0,22.0,230.9,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
15,27,30,0.2,100.0,96.0,1013.0,17.0,28.0,217.4,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
18,26,29,0.0,0.0,73.0,1013.0,16.0,26.0,215.1,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
21,25,28,0.0,0.0,45.0,1014.0,15.0,24.0,222.7,10:02 AM,10:38 PM,06:35 AM,07:05 PM,Patchy rain possible,2022-07-03,602.0,1358.0,395,1145,wet
0,25,27,0.1,100.0,79.0,1015.0,15.0,18.0,230.4,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
3,24,26,0.1,100.0,94.0,1014.0,9.0,14.0,244.1,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
6,24,26,0.6,100.0,90.0,1015.0,10.0,15.0,302.2,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
9,24,27,0.2,100.0,52.0,1017.0,6.0,12.0,324.8,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
12,27,30,0.1,100.0,74.0,1016.0,8.0,14.0,215.6,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
15,25,27,0.0,0.0,45.0,1014.0,9.0,17.0,193.6,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
18,25,28,0.0,0.0,57.0,1014.0,8.0,18.0,173.8,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
21,25,27,0.0,0.0,62.0,1016.0,8.0,12.0,185.3,09:14 AM,09:56 PM,06:35 AM,07:05 PM,Moderate rain at times,2022-07-02,554.0,1316.0,395,1145,wet
0,23,25,1.4,100.0,82.0,1013.0,12.0,18.0,271.6,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
3,23,25,0.6,100.0,89.0,1012.0,8.0,17.0,311.7,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
6,23,25,1.4,100.0,100.0,1012.0,8.0,12.0,299.6,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
9,23,25,0.3,100.0,100.0,1014.0,5.0,11.0,307.4,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
12,24,27,0.3,100.0,100.0,1014.0,4.0,8.0,79.3,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
15,25,27,2.3,100.0,100.0,1011.0,10.0,14.0,196.1,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
18,24,27,1.2,100.0,100.0,1013.0,16.0,23.0,202.4,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
21,24,26,0.0,0.0,100.0,1014.0,15.0,21.0,223.1,08:24 AM,09:11 PM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2022-07-01,504.0,1271.0,395,1145,wet
0,26,28,1.9,100.0,60.0,1013.0,15.0,19.0,220.0,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
3,25,28,3.2,100.0,73.0,1012.0,11.0,17.0,228.7,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
6,25,27,1.5,100.0,83.0,1012.0,9.0,13.0,247.4,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
9,25,27,9.1,100.0,55.0,1014.0,13.0,18.0,249.3,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
12,26,29,4.8,100.0,81.0,1013.0,15.0,28.0,235.4,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
15,26,29,0.9,100.0,75.0,1012.0,18.0,25.0,213.0,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
18,26,29,0.7,100.0,100.0,1011.0,18.0,32.0,214.5,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
21,24,27,1.5,100.0,68.0,1013.0,15.0,23.0,211.0,07:34 AM,08:24 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-30,454.0,1224.0,394,1145,wet
0,26,28,0.0,0.0,41.0,1014.0,12.0,18.0,246.9,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
3,25,27,0.2,100.0,75.0,1013.0,8.0,12.0,255.3,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
6,24,26,0.7,100.0,81.0,1013.0,8.0,12.0,261.6,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
9,26,28,0.2,100.0,64.0,1014.0,9.0,13.0,279.7,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
12,28,32,0.3,100.0,68.0,1015.0,6.0,13.0,249.2,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
15,28,31,2.8,100.0,60.0,1012.0,17.0,27.0,202.1,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
18,25,28,0.2,100.0,90.0,1011.0,17.0,24.0,214.7,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
21,25,28,2.8,100.0,66.0,1013.0,12.0,18.0,220.0,06:43 AM,07:35 PM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2022-06-29,403.0,1175.0,394,1145,wet
0,25,28,0.0,0.0,85.0,1013.0,9.0,15.0,220.3,05:53 AM,06:44 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2022-06-28,353.0,1124.0,394,1144,wet
3,25,27,0.1,100.0,55.0,1012.0,9.0,14.0,204.9,05:53 AM,06:44 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2022-06-28,353.0,1124.0,394,1144,wet
6,24,27,0.1,100.0,79.0,1013.0,4.0,7.0,181.9,05:53 AM,06:44 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2022-06-28,353.0,1124.0,394,1144,wet
9,27,29,0.3,100.0,57.0,1014.0,6.0,8.0,194.9,05:53 AM,06:44 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2022-06-28,353.0,1124.0,394,1144,wet
